created_timestamp,ASIN,customer_context,action,is_starred,device_family,country,preferred_marketplace
2024-09-15T23:15:43Z,B095KMNDSW,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-08T01:56:21Z,B07G4H3665,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-05-31T20:56:33Z,B0DZ3JM6XM,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-19T21:02:59Z,B0BMVKB15H,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-15T14:36:44Z,B0BTV277VT,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-26T19:09:29Z,B00H45XC5O,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-11T01:05:01Z,B0872K48RW,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-08-14T21:14:38Z,B0B83315PM,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-15T03:37:19Z,B0CKH896T8,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-09T15:12:08Z,B0BHV6ZHT1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-06-17T11:37:09Z,B0CL5FT1GZ,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-23T03:21:14Z,B0CR1N7YGX,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-18T15:32:06Z,B0CFD5NCP9,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-07-14T14:56:59Z,B0BTV12H8V,Reading View And Menu,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-02-01T16:39:05Z,B093WB84G1,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-04-01T03:00:28Z,B09Z7BYZS3,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-22T14:24:30Z,B0C3WPY9S1,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
