Creation Date,Amazon Marketplace,Display Status,Device Serial Number,Device Platform,Event Description
2025-06-06T03:40:05Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-06T03:40:05Z,www.amazon.com,"""Not Applicable""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notifications tray opened"""
2025-06-01T23:43:44Z,www.amazon.com,"""Not Applicable""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notifications tray closed"""
2025-06-01T23:43:04Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
2025-06-01T23:43:00Z,www.amazon.com,"""Kindle App Notification Displayed""",DD40230DB3F34160A2E39F2E8B753EAF,"""IOS""","""Notification received"""
