Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2025-09-14T19:02:37Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Open Timer Control,Vertical Scroll View,0,Audible
2025-08-23T20:08:06Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-05T21:05:51Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-09-14T21:08:10Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,4,Audible
2025-10-06T05:19:08Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Paginated View,0,Audible
2025-10-06T00:07:33Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-06T01:34:00Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-08-22T01:00:27Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-08-21T20:36:05Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-09-14T23:33:44Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-10-05T23:32:55Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Vertical Scroll View,0,Assistive Reader
2025-10-04T08:09:43Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Vertical Scroll View,4002,Audible
2025-10-06T05:12:52Z,www.amazon.com,,Kindle for iOS,,Out of App,Pause,Paginated View,1113,Audible
2025-09-14T20:53:24Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-09-14T21:08:05Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T21:40:51Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-20T20:12:49Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
