created_timestamp,preferred_marketplace,country,device_family,ASIN,prev_state,curr_state
2024-04-08T16:21:15Z,US,US,Kindle E-reader,B00O6V45CS,SCREEN SAVER,ACTIVE
2024-04-08T22:50:17Z,US,US,Kindle E-reader,B00O6V45CS,SCREEN SAVER,ACTIVE
2024-03-29T02:59:04Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-05T09:33:06Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-15T00:54:50Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-02T08:33:13Z,US,US,Kindle E-reader,B0BHLBHG79,SCREEN SAVER,ACTIVE
2024-04-01T02:52:39Z,US,US,Kindle E-reader,B09Z7BYZS3,SCREEN SAVER,ACTIVE
2024-04-04T03:53:08Z,US,US,Kindle E-reader,B0BJJTTM8K,ACTIVE,SCREEN SAVER
2024-03-30T21:48:09Z,US,US,Kindle E-reader,Not Available,ACTIVE,ACTIVE
2024-04-08T23:39:21Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-03-29T03:00:01Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-03T08:34:14Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-06T15:15:09Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-06T09:53:11Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-14T08:32:13Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-07T02:39:11Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-07T19:08:17Z,US,US,Kindle E-reader,B00N6PD7L0,ACTIVE,SCREEN SAVER
2024-04-04T08:51:25Z,US,US,Kindle E-reader,B0BJJTTM8K,SCREEN SAVER,ACTIVE
2024-03-31T05:38:11Z,US,US,Kindle E-reader,B07ZFZZ2GQ,ACTIVE,SCREEN SAVER
2024-04-08T08:34:08Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-07T22:51:07Z,US,US,Kindle E-reader,B00N6PD7L0,ACTIVE,SCREEN SAVER
2024-04-08T00:40:06Z,US,US,Kindle E-reader,B00N6PD7L0,SCREEN SAVER,ACTIVE
2024-04-07T02:38:11Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
2024-04-09T05:36:05Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-08T00:42:47Z,US,US,Kindle E-reader,B00N6PD7L0,SCREEN SAVER,ACTIVE
2024-03-30T01:33:54Z,US,US,Kindle E-reader,B07ZFZZ2GQ,ACTIVE,SCREEN SAVER
2024-04-06T08:33:15Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-07T02:51:29Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-08T23:53:11Z,US,US,Kindle E-reader,B00QE1DLIC,ACTIVE,SCREEN SAVER
2024-04-07T03:56:39Z,US,US,Kindle E-reader,B00O6V45E6,SCREEN SAVER,ACTIVE
2024-04-01T08:32:15Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-03-30T20:04:39Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-07T01:30:24Z,US,US,Kindle E-reader,B00O6V45E6,SCREEN SAVER,ACTIVE
2024-04-15T20:07:26Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-04T03:11:14Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-05T00:19:39Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-07T00:26:46Z,US,US,Kindle E-reader,B00O6V45E6,SCREEN SAVER,ACTIVE
2024-04-08T00:39:06Z,US,US,Kindle E-reader,B00N6PD7L0,ACTIVE,SCREEN SAVER
2024-04-08T02:51:26Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-07T03:08:01Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-04T23:38:11Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-03-29T08:34:13Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-11T02:13:15Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-06T23:33:47Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-14T02:53:14Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-13T13:15:01Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-13T08:33:12Z,US,US,Kindle E-reader,Not Available,SCREEN SAVER,ACTIVE
2024-04-07T01:11:53Z,US,US,Kindle E-reader,Not Available,ACTIVE,NOT ACTIVE
2024-04-08T23:13:14Z,US,US,Kindle E-reader,B00QE1DLIC,ACTIVE,SCREEN SAVER
2024-04-08T18:00:50Z,US,US,Kindle E-reader,Not Available,ACTIVE,SCREEN SAVER
2024-04-04T02:51:35Z,US,US,Kindle E-reader,Not Available,NOT ACTIVE,SCREEN SAVER
2024-04-06T15:05:21Z,US,US,Kindle E-reader,B00BKK6E04,SCREEN SAVER,ACTIVE
2024-04-07T20:25:16Z,US,US,Kindle E-reader,B00N6PD7L0,SCREEN SAVER,ACTIVE
