created_timestamp,preferred_marketplace,country,device_family,ASIN,metric_name,SelectedValue,activePageName,VoiceViewStatus,ToPageName
2024-03-30T00:54:15Z,www.amazon.com,US,Kindle E-reader,B0CYWDS6CT,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-07-20T16:26:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Library,VoiceView turned off,
2024-04-09T00:08:14Z,www.amazon.com,US,Kindle E-reader,B00QE1DLIC,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-04-07T17:52:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-05T09:25:59Z,www.amazon.com,US,Kindle E-reader,B008WOTQGU,Opened Quick Actions,Tapped Quick Actions drop-down button,In-book,VoiceView turned off,
2024-04-06T10:07:26Z,www.amazon.com,US,Kindle E-reader,B00BKK6E04,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-29T02:47:17Z,www.amazon.com,US,Kindle E-reader,Not Available,Warmth schedule Settings screen,Clicked,Goodreads,VoiceView turned off,Warmth Schedule
2024-04-07T02:38:08Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-03-31T00:26:50Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-04T03:11:31Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Swiped down,Home,VoiceView turned off,
2024-03-30T01:44:25Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-04-06T20:27:42Z,www.amazon.com,US,Kindle E-reader,B00H57X864,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-06T02:18:10Z,www.amazon.com,US,Kindle E-reader,Not Available,Set Brightness Level,5,Home,VoiceView turned off,
2024-03-31T13:58:32Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-05T01:27:02Z,www.amazon.com,US,Kindle E-reader,B008WOTQGU,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-07T17:52:36Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-20T01:39:01Z,www.amazon.com,US,Kindle E-reader,B09HJDSQ5P,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-11T00:53:49Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,Home,VoiceView turned off,
2024-04-07T02:15:02Z,www.amazon.com,US,Kindle E-reader,B00O6V45E6,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-04T06:16:15Z,www.amazon.com,US,Kindle E-reader,B0BJJTTM8K,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-03-31T03:26:43Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2024-04-02T10:17:16Z,www.amazon.com,US,Kindle E-reader,B0BHLBHG79,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-04-11T00:53:53Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped outside window,Home,VoiceView turned off,
2024-03-30T01:44:24Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,All Settings,Clicked,In-book,VoiceView turned off,Settings
2024-04-24T03:12:28Z,www.amazon.com,US,Kindle E-reader,B0B89YQFNX,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-04-06T01:48:52Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-04-08T02:11:26Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Library,VoiceView turned off,
2024-03-31T02:43:46Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Opened Quick Actions,Swiped down,In-book,VoiceView turned off,
2024-03-31T12:47:34Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-03-31T03:26:43Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Set Brightness Level,4,In-book,VoiceView turned off,
2024-07-17T15:41:04Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,KPP_SETTINGS,VoiceView turned off,
2024-03-30T01:45:22Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped outside window,In-book,VoiceView turned off,
2024-04-06T00:52:07Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,Home,VoiceView turned off,
2024-03-31T13:58:38Z,www.amazon.com,US,Kindle E-reader,B07ZFZZ2GQ,Closed Quick Actions,Tapped Quick Actions Close button,In-book,VoiceView turned off,
2025-05-20T11:44:27Z,www.amazon.com,US,Kindle E-reader,Not Available,Data sync,Clicked,KPP_SETTINGS,VoiceView turned off,
2025-05-20T11:44:24Z,www.amazon.com,US,Kindle E-reader,Not Available,Opened Quick Actions,Tapped Quick Actions drop-down button,KPP_SETTINGS,VoiceView turned off,
2025-05-20T11:44:32Z,www.amazon.com,US,Kindle E-reader,Not Available,Closed Quick Actions,Tapped Quick Actions Close button,KPP_SETTINGS,VoiceView turned off,
